"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","variable","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","geolocation","topic_type_id","topic_id","measure_id","submeasureid","displayorder"
"2006","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1143",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE003","03"
"2008","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","255.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MA 
(42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE006","06"
"2007","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","167.2",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE005","05"
"2007","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1169","†","Excludes dental expenditures","
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE001","01"
"2008","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","410.2","†","Excludes dental expenditures","
, AK 
(64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE001","01"
"2007","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","71.4",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE002","02"
"2008","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","452.1",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE002","02"
"2007","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","37.6",,,"
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE004","04"
"2009","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","639.6","†","Excludes dental expenditures","
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE001","01"
"2008","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","306.3",,,"
, NC 
(35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE005","05"
"2008","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","475",,,"
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE004","04"
"2005","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","59.1",,,"
, ID 
(43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE002","02"
"2009","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","912.6",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE005","05"
"2005","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2432.5",,,"
, IL 
(40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE003","03"
"2007","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","102.6",,,"
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE005","05"
"2008","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","222.1",,,"
, IA 
(42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE004","04"
"2006","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","46.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WV 
(38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE006","06"
"2007","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","47.8",,,"
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE004","04"
"2009","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1011.4",,,"
, CO 
(38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE003","03"
"2006","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","222.2",,,"
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE003","03"
"2007","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","275.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, IL 
(40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE006","06"
"2005","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","68",,,"
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE002","02"
"2008","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","129.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, CT 
(41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE006","06"
"2007","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","123.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE006","06"
"2006","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","89.6",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE002","02"
"2007","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5928.5","†","Excludes dental expenditures","
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE001","01"
"2008","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","771.1","†","Excludes dental expenditures","
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE001","01"
"2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","63.2",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE004","04"
"2007","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","144.9",,,"
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE005","05"
"2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","577.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE006","06"
"2009","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","18.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE006","06"
"2006","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","90.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, LA 
(31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE006","06"
"2005","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1297.7",,,"
, VA 
(37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE003","03"
"2009","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","466.6",,,"
, AL 
(32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE004","04"
"2007","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2817.7",,,"
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE003","03"
"2007","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1416.9",,,"
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE002","02"
"2005","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","84.2",,,"
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE005","05"
"2006","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","115.3",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE004","04"
"2005","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","2056.6",,,"
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE002","02"
"2006","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","241.5",,,"
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE002","02"
"2006","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","353.2",,,"
, MA 
(42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE005","05"
"2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1569.8",,,"
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE003","03"
"2007","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","320.2","†","Excludes dental expenditures","
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE001","01"
"2007","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2816.2","†","Excludes dental expenditures","
, VA 
(37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE001","01"
"2009","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2709.6","†","Excludes dental expenditures","
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE001","01"
"2006","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1178.7",,,"
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE003","03"
"2005","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","117","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WI 
(44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE006","06"
"2005","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","108.4",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE004","04"
"2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","4065.5","†","Excludes dental expenditures","
, NJ 
(40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE001","01"
"2006","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","314.8","†","Excludes dental expenditures","
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE001","01"
"2007","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","875.9",,,"
, NY 
(42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE005","05"
"2005","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","3156.8",,,"
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE003","03"
"2006","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","471.3",,,"
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE004","04"
"2005","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","87.9",,,"
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE002","02"
"2008","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","655.7",,,"
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE005","05"
"2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","266.7",,,"
, LA 
(31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE002","02"
"2006","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","131.5",,,"
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE005","05"
